,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,units_approved_rate_1st,units_approved_rate_2nd,Target_Graduate
707,2,12,1,4,1,1,1,22,27,10,7,0,0,1,1,0,60,0,17,18,18,18,14,0,11,13,13,13,14,0,15,2,1.0,1.0,1
708,2,12,1,11,1,1,1,1,14,10,10,0,0,1,1,0,47,0,6,11,11,11,14,0,6,9,9,9,15,0,10,1,1.0,1.0,1
709,1,12,1,3,0,1,1,22,9,10,8,0,1,0,1,0,50,0,0,6,6,0,0,0,0,5,6,0,0,0,12,0,0.0,0.0,0
710,2,12,1,17,0,12,1,23,28,12,12,1,0,1,1,0,45,0,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0.0,0.0,0
711,1,12,1,7,1,1,1,22,27,10,9,0,1,0,1,0,45,0,0,5,5,0,0,0,0,5,5,0,0,0,15,2,0.0,0.0,0
712,2,12,1,6,1,1,1,22,27,12,12,0,0,1,1,0,33,0,0,5,7,4,13,0,0,5,6,5,11,0,7,2,0.8,1.0,1
713,1,1,1,12,1,1,1,3,3,3,3,0,0,1,1,0,18,0,0,8,8,7,13,0,0,8,8,7,13,0,10,1,0.875,0.875,1
714,2,12,1,6,1,1,1,22,27,7,7,0,0,1,1,0,43,0,0,5,8,5,13,2,0,5,5,5,14,0,9,0,1.0,1.0,1
715,1,14,1,3,0,1,1,13,27,5,11,0,0,1,1,0,44,0,9,13,18,13,11,0,9,11,11,11,12,0,12,3,1.0,1.0,1
716,1,12,1,8,1,7,1,19,26,1,12,0,0,1,1,0,29,0,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0.0,0.0,0
717,4,12,1,14,1,1,1,2,1,4,10,0,1,0,1,0,53,0,0,6,11,3,14,0,0,6,6,0,0,0,12,3,0.5,0.0,0
718,2,13,1,17,0,6,1,22,27,10,10,0,0,1,1,0,37,0,0,5,10,5,15,0,0,5,5,5,17,0,9,0,1.0,1.0,0
719,1,14,1,14,1,1,1,23,1,9,11,1,0,1,1,0,18,0,0,6,16,5,13,0,0,6,7,5,12,0,13,0,0.8333333333333334,0.8333333333333334,0
720,1,14,1,1,1,12,1,23,28,5,5,0,1,1,1,0,35,0,3,10,18,6,12,0,1,9,11,3,12,2,16,0,0.6,0.3333333333333333,0
721,1,1,1,11,1,1,1,13,1,4,8,0,0,1,1,0,23,0,0,6,10,6,13,0,0,6,9,6,12,0,11,0,1.0,1.0,0
722,1,1,1,2,1,1,1,13,28,10,6,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.0,0.0,1
723,1,12,1,3,0,1,1,22,27,12,6,0,0,0,1,0,33,0,0,6,6,1,11,0,0,6,0,0,0,0,10,1,0.16666666666666666,0.0,0
724,1,4,3,8,1,3,1,22,18,12,11,0,0,0,1,0,41,0,0,5,9,0,0,4,0,5,9,0,0,3,10,1,0.0,0.0,0
725,4,4,1,12,1,3,1,22,28,10,8,0,0,1,1,0,51,0,4,7,7,7,15,0,6,8,8,8,16,0,13,0,1.0,1.0,1
726,1,16,1,14,1,1,1,10,5,4,4,0,0,1,1,0,19,0,2,6,7,6,14,0,1,7,8,7,14,0,11,0,1.0,1.0,1
727,1,12,1,17,0,1,1,22,27,10,10,0,0,1,1,0,35,0,0,5,5,0,0,0,0,5,5,0,0,0,11,0,0.0,0.0,0
728,1,1,2,2,1,1,14,13,1,5,8,1,0,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.0,0.0,1
729,1,14,1,14,1,1,1,3,2,3,3,1,0,1,1,0,18,0,0,6,13,4,13,0,0,6,8,5,11,0,13,0,0.6666666666666666,0.8333333333333334,0
730,1,1,1,15,1,1,1,13,27,10,10,0,1,0,1,1,18,0,0,6,11,5,12,0,0,6,15,3,12,0,13,0,0.8333333333333334,0.5,0
731,1,15,1,4,1,14,1,2,1,5,7,0,0,1,1,0,21,0,0,6,12,5,12,0,0,6,11,5,11,0,13,0,0.8333333333333334,0.8333333333333334,1
732,1,1,1,11,1,1,1,1,14,7,7,1,0,1,1,0,21,0,0,6,9,6,12,0,0,6,8,5,11,0,13,0,1.0,0.8333333333333334,1
733,2,12,2,9,1,1,1,13,27,5,8,0,0,1,1,0,34,0,0,5,10,3,11,1,0,5,7,4,12,0,9,0,0.6,0.8,1
734,4,12,1,8,1,1,1,22,27,7,8,1,0,1,1,0,34,0,0,6,9,0,0,0,0,6,6,0,0,0,16,0,0.0,0.0,0
735,1,8,2,14,1,1,1,3,3,5,11,1,0,1,1,0,21,0,0,6,10,6,11,0,0,6,8,5,12,0,11,0,1.0,0.8333333333333334,1
736,1,14,1,15,1,1,1,3,27,4,8,0,0,1,1,0,32,0,6,11,15,7,11,0,5,7,10,6,12,0,13,0,0.6363636363636364,0.8571428571428571,0
737,1,8,2,11,1,1,1,22,27,6,8,1,0,1,1,0,30,0,0,6,17,2,10,0,0,6,15,3,11,0,7,2,0.3333333333333333,0.5,0
738,1,1,1,2,1,1,1,1,3,4,8,1,1,1,1,0,19,0,6,12,13,11,12,0,4,11,15,10,11,0,8,1,0.9166666666666666,0.9090909090909091,0
739,1,16,1,15,1,1,1,1,14,9,9,1,0,1,1,0,20,0,1,7,7,6,13,0,1,6,7,5,13,0,8,1,0.8571428571428571,0.8333333333333334,0
740,1,1,1,5,1,1,1,13,14,10,8,1,0,1,1,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12,0,0.0,0.0,0
741,1,1,1,11,1,1,1,3,3,3,3,0,0,1,1,0,19,0,0,6,7,6,14,0,0,6,6,6,12,0,8,1,1.0,1.0,1
742,1,8,3,12,1,1,1,3,3,4,4,1,0,1,1,0,18,0,0,7,8,5,14,0,0,7,9,6,12,0,12,0,0.7142857142857143,0.8571428571428571,0
743,1,12,1,17,0,1,1,1,14,5,9,0,0,1,1,0,27,0,0,5,8,4,11,0,0,5,9,3,10,0,12,3,0.8,0.6,0
744,1,12,1,15,1,9,1,1,1,10,10,1,0,1,1,0,52,0,0,6,7,5,13,0,0,6,6,6,15,0,9,0,0.8333333333333334,1.0,1
745,2,14,1,4,1,1,1,1,1,5,6,1,0,0,1,0,29,0,0,6,6,0,0,0,0,6,8,0,0,0,15,2,0.0,0.0,0
746,1,16,1,4,1,14,1,1,14,5,5,1,1,0,1,0,22,0,0,6,12,3,11,0,0,6,13,2,11,0,8,1,0.5,0.3333333333333333,0
747,1,14,1,6,1,1,11,23,28,10,7,1,0,1,1,0,28,1,13,18,45,18,12,12,10,13,26,12,11,6,15,2,1.0,0.9230769230769231,1
748,1,12,1,14,1,6,1,1,1,12,4,1,0,1,1,0,30,0,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0.0,0.0,0
749,1,1,2,12,1,1,1,1,1,6,4,1,0,1,0,0,18,0,0,7,7,7,13,0,0,8,9,8,13,0,16,0,1.0,1.0,1
750,1,1,2,14,1,1,1,23,27,6,6,1,0,1,0,0,21,0,0,5,5,4,11,0,0,5,5,3,13,0,9,0,0.8,0.6,1
751,1,1,1,5,1,1,1,22,27,10,10,1,1,1,0,1,20,0,0,6,9,6,13,0,0,6,10,6,14,0,12,3,1.0,1.0,1
752,1,13,1,12,1,1,1,22,27,4,4,1,0,1,0,1,21,0,0,8,8,8,13,0,0,8,8,8,13,0,9,0,1.0,1.0,1
753,2,12,1,17,0,12,1,13,27,8,10,0,1,0,0,0,32,0,0,5,5,0,0,0,0,5,6,0,0,0,10,1,0.0,0.0,0
754,1,1,3,5,1,1,1,22,27,10,10,1,0,1,1,1,20,0,0,6,6,6,15,0,0,6,7,6,12,0,12,0,1.0,1.0,1
755,1,1,4,2,1,1,1,1,14,5,6,1,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.0,0.0,0
756,1,6,1,14,1,1,14,1,1,10,6,0,1,0,1,0,18,1,0,6,6,4,11,0,0,6,7,3,12,0,8,1,0.6666666666666666,0.5,0
757,1,14,1,17,0,1,1,22,2,10,5,1,0,0,1,0,23,0,10,15,24,12,11,0,10,14,21,11,11,1,7,2,0.8,0.7857142857142857,0
758,1,1,1,11,1,1,1,1,1,4,4,1,0,1,1,0,20,0,0,6,10,6,12,0,0,6,9,4,13,0,12,0,1.0,0.6666666666666666,1
759,2,14,2,9,1,1,1,22,27,10,10,1,0,1,0,0,46,0,4,9,18,8,11,2,0,5,11,5,11,0,9,0,0.8888888888888888,1.0,1
760,1,8,1,4,1,1,1,3,3,3,3,0,0,1,1,0,27,0,16,18,19,18,12,0,9,12,15,12,12,0,15,2,1.0,1.0,1
761,1,3,1,2,1,1,1,3,14,2,11,1,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.0,0.0,0
762,2,14,3,3,0,12,1,22,27,10,10,1,0,1,1,0,41,0,5,9,11,9,12,0,3,7,8,6,12,0,9,0,1.0,0.8571428571428571,1
763,1,6,1,9,1,1,8,1,3,30,4,0,1,1,1,0,40,1,0,5,10,1,11,0,0,5,10,1,10,0,11,0,0.2,0.2,0
764,2,15,1,3,0,14,1,1,1,6,6,0,0,1,1,0,37,0,12,16,17,16,14,0,6,11,14,10,13,0,12,0,1.0,0.9090909090909091,1
765,1,1,4,9,1,1,1,23,28,6,11,0,0,1,1,0,20,0,0,5,8,5,10,0,0,5,7,5,11,0,12,0,1.0,1.0,0
766,1,15,1,8,1,14,1,1,1,5,5,1,0,1,0,0,20,0,0,5,7,4,12,1,0,5,6,4,12,0,10,1,0.8,0.8,0
767,1,4,1,17,0,15,1,1,27,5,2,0,0,1,0,0,26,0,8,9,11,9,12,0,4,7,7,7,12,0,12,0,1.0,1.0,1
768,2,12,1,3,0,1,1,22,27,10,8,0,0,1,1,0,54,0,4,9,9,9,14,0,2,7,7,7,13,0,8,1,1.0,1.0,1
769,1,8,5,14,1,1,1,13,14,6,6,1,0,1,1,0,21,0,0,6,6,6,15,0,0,6,9,6,14,0,10,1,1.0,1.0,1
770,1,1,1,6,1,1,1,1,1,10,10,1,0,1,0,1,20,0,0,6,8,6,15,0,0,6,8,6,15,0,11,0,1.0,1.0,1
771,1,8,6,15,1,1,1,1,14,6,6,1,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,12,0,0.0,0.0,0
772,1,1,3,12,1,1,1,1,14,5,10,1,0,1,0,0,19,0,0,7,9,6,13,0,0,8,12,7,13,0,15,2,0.8571428571428571,0.875,0
773,1,1,2,10,1,1,1,23,1,5,11,1,0,1,0,0,18,0,0,6,7,6,12,0,0,6,7,6,12,0,9,0,1.0,1.0,1
774,1,1,1,6,1,1,1,3,1,3,9,1,0,1,0,0,19,0,0,6,13,4,11,0,0,6,18,4,12,0,12,0,0.6666666666666666,0.6666666666666666,0
775,1,15,1,6,1,14,1,1,1,5,8,1,1,1,0,0,22,0,2,6,9,6,12,0,1,6,12,3,12,0,13,0,1.0,0.5,0
776,1,14,1,6,1,1,1,2,1,5,5,0,0,1,0,0,19,0,0,6,7,6,15,0,0,6,8,6,15,0,12,0,1.0,1.0,1
777,1,1,1,2,1,1,1,3,2,5,3,1,0,1,0,0,21,0,6,12,12,8,13,0,4,11,13,9,12,1,8,1,0.6666666666666666,0.8181818181818182,0
778,1,8,1,16,1,1,1,3,3,18,24,0,0,1,0,0,20,0,0,7,9,6,11,0,0,7,7,6,14,0,11,0,0.8571428571428571,0.8571428571428571,0
779,1,8,3,15,1,1,1,1,14,6,6,1,0,1,0,1,18,0,0,6,6,6,12,0,0,6,6,6,13,0,16,0,1.0,1.0,1
780,1,8,1,15,1,1,1,23,28,8,8,1,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,15,0,8,1,1.0,1.0,1
781,1,8,1,14,1,1,1,1,1,6,5,1,1,1,0,0,20,0,0,6,10,2,11,0,0,6,10,4,10,0,15,2,0.3333333333333333,0.6666666666666666,0
782,1,1,1,12,1,1,1,13,27,4,9,0,0,1,0,1,18,0,0,7,10,7,14,0,0,8,8,8,14,0,15,2,1.0,1.0,1
783,1,1,3,12,1,1,1,3,3,2,4,1,0,1,0,0,18,0,0,8,9,6,13,2,0,8,9,6,13,2,9,0,0.75,0.75,0
784,1,1,2,15,1,1,1,1,24,10,10,1,0,1,0,1,20,0,0,6,7,5,12,0,0,6,6,6,12,0,12,0,0.8333333333333334,1.0,1
785,1,1,1,10,1,1,1,1,1,2,2,1,0,1,0,0,19,0,0,6,10,6,10,0,0,6,7,6,12,0,11,0,1.0,1.0,1
786,1,1,1,5,1,1,1,3,3,2,3,1,0,1,0,0,18,0,0,6,6,6,13,0,0,6,6,5,14,0,12,3,1.0,0.8333333333333334,1
787,1,1,1,12,1,1,1,3,1,5,6,0,0,1,0,0,18,0,0,8,8,7,14,0,0,8,8,7,14,0,10,1,0.875,0.875,1
788,1,3,3,6,1,1,1,22,27,1,12,0,1,1,0,1,18,0,0,5,5,5,14,0,0,5,5,5,14,0,7,2,1.0,1.0,0
789,1,8,3,2,1,1,1,13,1,6,5,1,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0.0,0.0,1
790,1,8,1,15,1,1,1,1,14,10,10,0,0,1,0,1,19,0,0,6,6,6,13,0,0,6,6,6,13,0,11,0,1.0,1.0,1
791,1,12,1,12,1,1,1,3,3,3,3,0,0,0,1,0,36,0,0,6,15,2,11,0,0,7,9,0,0,0,15,2,0.3333333333333333,0.0,0
792,1,8,1,10,1,1,1,1,30,10,3,0,0,1,0,1,19,0,0,6,7,6,11,0,0,6,7,6,12,0,11,0,1.0,1.0,1
793,1,8,3,10,1,1,1,3,1,3,6,1,0,1,0,0,18,0,0,6,6,6,12,0,0,6,6,5,13,0,8,1,1.0,0.8333333333333334,1
794,1,1,3,15,1,1,1,13,14,4,4,0,0,1,0,1,18,0,0,6,6,6,13,0,0,6,6,6,12,0,12,0,1.0,1.0,1
795,1,1,3,15,1,1,1,23,28,6,9,1,0,1,0,1,18,0,0,6,6,6,14,0,0,6,6,6,14,0,8,1,1.0,1.0,1
796,1,15,1,5,1,1,1,1,1,10,9,1,0,1,0,0,19,0,2,7,7,7,13,0,5,9,9,9,13,0,12,0,1.0,1.0,1
797,1,9,3,12,1,1,1,1,1,5,9,1,0,1,0,0,18,0,0,7,8,7,13,0,0,8,8,8,12,0,11,0,1.0,1.0,1
798,1,1,1,8,1,1,1,1,27,10,10,1,0,1,0,1,19,0,0,6,8,6,13,0,0,6,7,6,13,0,8,1,1.0,1.0,1
799,1,1,1,16,1,1,1,3,1,4,8,1,0,1,0,0,18,0,0,6,7,6,12,0,0,6,10,4,12,0,10,1,1.0,0.6666666666666666,0
800,1,17,1,5,1,16,1,25,14,4,6,1,0,0,0,1,22,0,0,6,8,6,11,0,0,6,10,4,12,0,8,1,1.0,0.6666666666666666,0
801,1,1,2,10,1,1,1,13,1,10,9,1,1,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11,0,0.0,0.0,0
802,1,8,4,9,1,1,1,13,14,6,6,1,0,1,0,0,19,0,0,5,7,5,13,0,0,5,6,5,12,0,8,1,1.0,1.0,1
803,1,1,1,15,1,1,1,23,28,10,10,1,0,1,0,0,18,0,0,6,6,6,15,0,0,6,6,6,14,0,11,0,1.0,1.0,1
804,1,1,3,16,1,1,1,1,3,6,4,0,0,1,0,0,19,0,0,7,7,7,13,0,0,7,7,7,14,0,11,0,1.0,1.0,1
805,1,8,2,9,1,1,1,13,1,10,4,1,1,1,0,0,20,0,0,5,10,2,11,0,0,5,8,3,10,0,11,0,0.4,0.6,0
806,1,8,3,5,1,1,1,1,28,4,6,1,0,1,0,1,18,0,0,6,6,6,13,0,0,6,6,6,12,0,16,0,1.0,1.0,1
807,1,1,1,8,1,1,1,3,3,3,11,0,1,0,0,0,23,0,0,6,10,6,14,0,0,6,11,4,13,0,11,0,1.0,0.6666666666666666,0
808,1,1,4,15,1,1,1,1,3,5,8,1,0,1,0,0,20,0,0,4,4,0,0,0,0,6,0,0,0,0,8,1,0.0,0.0,0
809,1,1,5,5,1,1,1,3,1,10,4,1,0,1,0,0,20,0,0,6,6,6,11,0,0,6,9,6,11,0,12,0,1.0,1.0,0
810,1,1,1,10,1,1,1,1,1,10,5,1,1,0,0,1,22,0,0,6,0,0,0,0,0,6,0,0,0,0,12,0,0.0,0.0,0
811,1,8,2,16,1,1,1,13,28,6,8,1,0,1,0,1,18,0,0,7,8,7,12,0,0,7,9,6,13,0,11,0,1.0,0.8571428571428571,1
812,1,8,1,12,1,1,1,13,28,10,10,0,0,1,0,1,18,0,0,7,7,7,14,0,0,8,9,8,13,0,11,0,1.0,1.0,1
813,1,1,1,12,1,1,1,3,4,4,4,0,0,1,0,0,18,0,0,7,7,7,14,0,0,8,9,8,14,0,11,0,1.0,1.0,1
814,1,1,1,16,1,1,1,13,3,5,5,0,0,1,0,0,18,0,0,7,7,7,15,0,0,7,7,7,15,0,11,0,1.0,1.0,1
815,1,16,1,9,1,1,1,1,1,5,5,0,0,1,0,0,21,0,0,5,9,5,12,0,0,5,11,3,12,0,11,0,1.0,0.6,0
816,1,8,1,5,1,1,1,1,27,5,6,0,0,1,0,0,20,0,0,6,6,6,12,0,0,6,8,6,11,0,10,1,1.0,1.0,0
817,1,7,1,5,1,1,1,1,1,5,5,1,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,12,0,12,0,1.0,1.0,1
818,1,8,2,12,1,1,1,13,27,4,6,1,0,0,0,1,20,0,0,7,7,7,13,0,0,8,10,7,13,0,11,0,1.0,0.875,0
819,1,1,1,3,0,1,1,19,27,10,12,1,0,1,0,0,25,0,0,6,6,6,12,0,0,6,6,6,12,0,7,2,1.0,1.0,1
820,1,1,1,9,1,1,1,13,14,10,10,1,0,1,0,1,18,0,0,5,10,5,12,0,0,5,8,4,11,0,13,0,1.0,0.8,1
821,1,1,3,2,1,1,1,10,14,10,4,1,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,1
822,1,1,1,6,1,1,3,1,14,5,8,1,0,1,0,0,20,1,0,7,9,6,14,0,1,7,16,6,13,0,12,0,0.8571428571428571,0.8571428571428571,0
823,1,1,2,10,1,1,1,13,14,10,10,1,0,1,0,1,20,0,0,6,7,6,12,0,0,6,7,6,13,0,12,0,1.0,1.0,1
824,1,9,4,15,1,1,1,1,1,10,10,1,0,1,0,1,21,0,0,6,6,6,12,0,0,6,6,6,11,0,11,0,1.0,1.0,1
825,1,8,3,14,1,1,1,1,3,5,4,1,0,1,0,0,18,0,0,6,8,6,14,0,0,6,9,5,14,0,8,1,1.0,0.8333333333333334,1
826,1,8,1,16,1,1,1,1,1,6,8,1,0,1,0,0,18,0,0,7,8,7,11,0,0,7,9,6,13,0,11,0,1.0,0.8571428571428571,0
827,1,1,3,5,1,1,1,1,3,10,8,1,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,15,0,11,0,1.0,1.0,1
828,1,1,4,12,1,1,1,13,14,5,6,1,0,1,0,0,18,0,0,8,8,8,14,0,0,8,8,8,14,0,9,0,1.0,1.0,1
829,1,14,1,14,1,1,1,3,14,4,6,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15,2,0.0,0.0,0
830,1,8,1,11,1,1,1,24,3,4,4,1,0,1,0,0,20,0,0,6,8,6,11,0,0,6,10,6,11,0,13,0,1.0,1.0,0
831,1,12,1,10,1,7,1,19,24,1,1,0,0,1,0,0,47,0,0,6,12,0,0,0,0,5,10,0,0,0,7,2,0.0,0.0,0
832,1,14,1,8,1,1,3,1,3,10,3,0,1,1,0,0,21,1,2,5,9,5,13,2,0,5,7,2,12,2,10,1,1.0,0.4,0
833,2,12,1,8,1,1,1,22,27,10,7,0,0,1,1,0,31,0,1,6,11,2,12,1,1,6,12,1,10,1,16,0,0.3333333333333333,0.16666666666666666,0
834,2,12,1,7,1,1,1,22,27,12,6,1,0,1,1,0,46,0,0,5,6,0,0,0,0,5,5,0,0,0,7,2,0.0,0.0,0
835,1,1,3,7,1,1,1,3,1,4,5,1,0,1,1,0,18,0,0,5,9,4,12,0,0,5,10,2,11,0,8,1,0.8,0.4,0
836,1,8,3,7,1,1,1,3,3,4,5,1,0,1,1,0,19,0,0,5,10,3,13,0,0,5,9,4,10,0,8,1,0.6,0.8,0
837,1,16,1,13,1,1,1,1,27,24,44,1,0,1,1,0,23,0,0,7,11,5,12,0,0,7,13,2,13,0,8,1,0.7142857142857143,0.2857142857142857,0
838,1,15,1,8,1,14,1,3,1,3,9,0,0,0,1,0,22,0,0,5,5,0,0,0,0,5,5,0,0,0,12,3,0.0,0.0,0
839,1,1,1,9,1,1,1,23,1,4,11,1,0,1,1,0,19,0,0,5,5,5,13,0,0,5,7,5,12,0,9,0,1.0,1.0,1
840,1,1,1,9,1,1,14,3,3,10,10,0,1,0,0,0,19,1,0,5,14,0,0,0,0,5,5,0,0,0,8,1,0.0,0.0,0
841,1,8,1,9,1,1,1,3,1,4,5,0,0,0,1,0,22,0,0,5,10,4,11,0,0,5,11,4,14,0,8,1,0.8,0.8,0
842,1,12,1,8,1,1,1,3,24,4,1,0,1,0,1,0,29,0,0,5,11,0,0,4,0,5,6,0,0,1,9,0,0.0,0.0,0
843,1,1,3,12,1,1,1,22,28,10,6,1,0,1,0,0,18,0,0,7,7,6,14,0,0,7,7,6,14,0,7,2,0.8571428571428571,0.8571428571428571,1
844,1,1,1,10,1,1,1,23,24,10,10,1,0,1,0,0,18,0,0,6,9,5,11,0,0,6,8,5,10,0,9,0,0.8333333333333334,0.8333333333333334,1
845,1,1,1,2,1,1,1,22,27,10,9,1,1,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0
846,2,12,1,17,0,1,1,1,1,32,23,0,0,1,0,0,34,0,0,5,12,5,10,0,0,5,11,5,12,0,12,0,1.0,1.0,1
847,1,8,1,9,1,1,1,13,14,10,10,0,0,1,0,0,19,0,0,5,11,3,10,0,0,5,9,4,10,0,11,0,0.6,0.8,1
848,1,1,1,6,1,1,1,1,1,3,6,1,0,1,0,0,18,0,0,5,9,4,14,0,0,5,8,5,12,0,10,1,0.8,1.0,0
849,1,8,6,12,1,1,1,1,14,5,5,0,0,1,0,1,20,0,3,7,7,7,13,0,5,8,8,8,14,0,11,0,1.0,1.0,1
850,1,1,6,12,1,1,1,3,3,2,2,1,0,1,0,0,19,0,0,7,9,7,13,0,0,8,11,7,12,0,15,2,1.0,0.875,1
851,1,3,2,16,1,1,1,13,14,5,6,1,0,1,0,0,22,0,0,6,10,5,12,0,0,6,9,4,11,0,12,3,0.8333333333333334,0.6666666666666666,0
852,1,1,1,10,1,1,1,13,14,10,10,1,0,1,0,1,23,0,0,6,7,6,13,0,0,6,6,6,14,0,10,1,1.0,1.0,1
853,2,12,1,12,1,1,1,1,14,10,10,0,0,1,1,1,34,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,0.875,0.875,1
854,1,8,4,7,1,1,1,13,14,6,6,1,1,0,1,0,18,0,0,5,12,0,0,0,0,5,8,0,0,0,9,0,0.0,0.0,0
855,1,1,3,15,1,1,1,1,29,5,2,1,0,1,1,0,21,0,0,6,6,5,11,0,0,6,9,0,0,0,16,0,0.8333333333333334,0.0,0
856,1,1,1,10,1,1,1,1,14,5,4,1,0,1,1,0,22,0,0,6,6,6,12,0,0,6,6,6,13,0,10,1,1.0,1.0,0
857,1,12,1,4,1,9,1,22,1,10,11,0,0,1,1,0,28,0,0,6,6,0,0,0,0,6,6,0,0,0,11,0,0.0,0.0,0
858,1,3,4,7,1,1,1,13,27,5,7,1,0,1,1,0,23,0,0,5,7,0,0,0,0,5,5,0,0,0,7,2,0.0,0.0,0
859,1,1,1,15,1,1,1,19,28,1,4,0,0,1,1,0,20,0,0,6,11,4,10,0,0,6,13,2,10,0,7,2,0.6666666666666666,0.3333333333333333,0
860,1,9,2,7,1,1,1,1,2,6,5,1,0,1,1,0,18,0,0,5,7,5,12,0,0,5,9,3,13,0,13,0,1.0,0.6,0
861,1,12,2,9,1,9,1,13,28,10,10,1,1,0,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,9,0,0.0,0.0,0
862,1,15,1,5,1,14,1,1,14,6,9,0,0,1,1,0,21,0,2,7,7,2,12,0,5,9,10,7,12,0,12,0,0.2857142857142857,0.7777777777777778,0
863,1,12,1,14,1,1,1,23,14,10,9,0,1,0,1,0,25,0,0,6,7,3,14,0,0,6,9,2,14,0,13,0,0.5,0.3333333333333333,0
864,1,15,1,6,1,14,1,1,1,6,5,1,0,0,1,0,19,0,2,6,6,6,14,0,1,6,11,6,13,0,12,0,1.0,1.0,0
865,1,1,4,12,1,1,1,1,1,5,11,1,0,1,1,1,18,0,0,7,7,7,14,0,0,8,9,8,15,0,12,0,1.0,1.0,1
866,1,12,1,7,1,3,1,1,28,12,12,0,0,1,1,0,29,0,0,3,3,0,0,3,0,5,0,0,0,0,10,1,0.0,0.0,0
867,1,12,1,7,1,12,1,22,28,4,8,0,0,1,1,1,29,0,0,5,6,0,0,0,0,5,7,0,0,0,12,0,0.0,0.0,0
868,1,9,1,11,1,1,1,13,14,5,6,0,0,1,1,0,20,0,0,6,7,6,13,0,0,6,7,5,12,0,16,0,1.0,0.8333333333333334,1
869,1,1,1,2,1,1,1,13,1,10,8,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,1
870,1,1,1,11,1,1,1,1,1,29,44,0,0,1,1,0,20,0,0,6,8,6,13,0,0,6,7,6,12,0,8,1,1.0,1.0,1
871,2,12,1,7,1,1,1,19,24,1,1,1,0,1,1,0,33,0,0,5,14,1,18,0,0,5,9,2,13,0,9,0,0.2,0.4,0
872,1,13,1,17,0,1,1,13,14,6,6,0,0,1,1,0,30,0,11,15,15,13,11,0,6,11,15,10,11,1,16,0,0.8666666666666667,0.9090909090909091,1
873,1,1,1,13,1,1,1,1,1,2,2,0,0,1,1,1,21,0,0,7,14,5,11,0,0,8,11,6,11,0,16,0,0.7142857142857143,0.75,0
874,1,1,1,4,1,1,1,1,14,32,45,0,1,1,1,0,18,0,0,6,6,5,15,0,0,6,8,4,14,0,8,1,0.8333333333333334,0.6666666666666666,1
875,1,1,1,12,1,1,1,23,28,10,10,0,0,1,1,1,19,0,0,7,9,7,14,0,0,8,12,8,12,0,15,2,1.0,1.0,1
876,1,8,1,5,1,1,1,23,14,10,10,0,0,1,1,1,21,0,0,6,8,4,11,0,0,6,7,5,11,0,15,2,0.6666666666666666,0.8333333333333334,0
877,1,12,2,13,1,1,1,13,14,5,6,0,0,1,1,1,25,0,0,7,7,2,10,0,0,7,7,0,0,0,15,2,0.2857142857142857,0.0,0
878,1,1,2,14,1,1,1,13,14,8,11,0,0,1,1,0,19,0,0,5,7,3,12,0,0,5,5,5,11,0,9,0,0.6,1.0,1
879,1,15,1,5,1,14,1,13,1,10,4,1,0,1,1,0,23,0,2,7,8,5,12,0,5,9,10,7,12,1,16,0,0.7142857142857143,0.7777777777777778,0
880,1,8,2,5,1,1,1,23,28,10,9,1,0,1,1,1,19,0,0,6,6,6,13,0,0,6,7,5,13,0,12,0,1.0,0.8333333333333334,1
